index,t_median_sfr,t_90_sfr,t_10_sfr,logzsol,dust2,logmass,logsfratio1,logsfratio2,logsfratio3,logsfratio4,gaslogz,fagn,agn_tau
0,,0.012500001,0.050000001,-1.7635697223962432,0.06139016202075269,8.157807680788821,2.5089206547440552,-0.38616686530782823,0.003932686492846327,-0.4385385223058319,-0.3830022192734123,-0.40813608268804946,-0.7991410907934905
